Set,RunType,Map,Seconds,Damage,DPS,Healing,HPS,Weapon_Damage,Weapon_DPS,Weapon_D_PCT,Weapon_Healing,Weapon_HPS,Weapon_H_PCT,Gadget1_Damage,Gadget1_DPS,Gadget1_D_PCT,Gadget1_Healing,Gadget1_HPS,Gadget1_H_PCT,Gadget2_Damage,Gadget2_DPS,Gadget2_D_PCT,Gadget2_Healing,Gadget2_HPS,Gadget2_H_PCT,Gadget3_Damage,Gadget3_DPS,Gadget3_D_PCT,Gadget3_Healing,Gadget3_HPS,Gadget3_H_PCT,Passive1_Damage,Passive1_DPS,Passive1_D_PCT,Passive1_Healing,Passive1_HPS,Passive1_H_PCT,Passive2_Damage,Passive2_DPS,Passive2_D_PCT,Passive2_Healing,Passive2_HPS,Passive2_H_PCT,Passive3_Damage,Passive3_DPS,Passive3_D_PCT,Passive3_Healing,Passive3_HPS,Passive3_H_PCT,Powerstone1_Damage,Powerstone1_DPS,Powerstone1_D_PCT,Powerstone1_Healing,Powerstone1_HPS,Powerstone1_H_PCT,Powerstone2_Damage,Powerstone2_DPS,Powerstone2_D_PCT,Powerstone2_Healing,Powerstone2_HPS,Powerstone2_H_PCT,Powerstone3_Damage,Powerstone3_DPS,Powerstone3_D_PCT,Powerstone3_Healing,Powerstone3_HPS,Powerstone3_H_PCT,
String,String,String,Int,Int,Float,Int,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,Int,Float,Float,
StartingWeaponEndgame,dpstest,dpstest_melee1,135,337746,2501.822266,0,0.000000,178500,1322.222168,0.528504,0,0.000000,0.000000,39666,293.822235,0.117443,0,0.000000,0.000000,18668,138.281479,0.055272,0,0.000000,0.000000,29176,216.118515,0.086384,0,0.000000,0.000000,10442,77.348145,0.030917,0,0.000000,0.000000,30755,227.814819,0.091060,0,0.000000,0.000000,30539,226.214813,0.090420,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
MultishotBowEndgame,dpstest,dpstest_melee1,135,377666,2797.525879,0,0.000000,103776,768.711121,0.274782,0,0.000000,0.000000,86064,637.511108,0.227884,0,0.000000,0.000000,21540,159.555557,0.057035,0,0.000000,0.000000,50251,372.229645,0.133057,0,0.000000,0.000000,24974,184.992599,0.066127,0,0.000000,0.000000,49557,367.088898,0.131219,0,0.000000,0.000000,41504,307.437042,0.109896,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
MultishotBowEndgame2,dpstest,dpstest_melee1,135,310468,2299.762939,38098,282.207397,119865,887.888916,0.386078,0,0.000000,0.000000,74908,554.874084,0.241274,0,0.000000,0.000000,18668,138.281479,0.060129,0,0.000000,0.000000,0,0.000000,0.000000,38098,282.207397,1.000000,23395,173.296295,0.075354,0,0.000000,0.000000,28121,208.303711,0.090576,0,0.000000,0.000000,45511,337.118530,0.146588,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
PoisonBowEndgame,dpstest,dpstest_melee1,135,397168,2941.985107,31820,235.703705,107812,798.607422,0.271452,0,0.000000,0.000000,86309,639.325928,0.217311,0,0.000000,0.000000,18510,137.111115,0.046605,0,0.000000,0.000000,0,0.000000,0.000000,31820,235.703705,1.000000,20017,148.274078,0.050399,0,0.000000,0.000000,68456,507.081482,0.172360,0,0.000000,0.000000,96064,711.585205,0.241872,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
ShotgunWeaponEndgame,dpstest,dpstest_melee1,135,383670,2842.000000,27348,202.577774,134902,999.274048,0.351609,0,0.000000,0.000000,87337,646.940735,0.227636,0,0.000000,0.000000,18510,137.111115,0.048245,0,0.000000,0.000000,0,0.000000,0.000000,27348,202.577774,1.000000,14174,104.992592,0.036943,0,0.000000,0.000000,30375,225.000000,0.079170,0,0.000000,0.000000,98372,728.681458,0.256397,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
BigPetWeaponEndgame,dpstest,dpstest_melee1,135,365202,2705.199951,66736,494.340729,102190,756.962952,0.279818,0,0.000000,0.000000,0,0.000000,0.000000,66736,494.340729,1.000000,16042,118.829628,0.043926,0,0.000000,0.000000,18706,138.562958,0.051221,0,0.000000,0.000000,61557,455.977783,0.168556,0,0.000000,0.000000,59514,440.844452,0.162962,0,0.000000,0.000000,107193,794.022217,0.293517,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
HealingSwordEndgame,dpstest,dpstest_melee1,135,294217,2179.385254,28044,207.733337,77460,573.777771,0.263275,28044,207.733337,1.000000,33711,249.711105,0.114579,0,0.000000,0.000000,18668,138.281479,0.063450,0,0.000000,0.000000,37588,278.429626,0.127756,0,0.000000,0.000000,38460,284.888885,0.130720,0,0.000000,0.000000,39744,294.399994,0.135084,0,0.000000,0.000000,48586,359.896301,0.165137,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
SpellSwordSingleEndgame,dpstest,dpstest_melee1,135,317515,2351.962891,0,0.000000,10402,77.051849,0.032761,0,0.000000,0.000000,75402,558.533325,0.237475,0,0.000000,0.000000,61265,453.814819,0.192952,0,0.000000,0.000000,80925,599.444458,0.254870,0,0.000000,0.000000,37764,279.733337,0.118936,0,0.000000,0.000000,10798,79.985184,0.034008,0,0.000000,0.000000,40959,303.399994,0.128999,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
SpellSwordAoeEndgame,dpstest,dpstest_melee1,135,193152,1430.755615,0,0.000000,9360,69.333336,0.048459,0,0.000000,0.000000,26448,195.911118,0.136928,0,0.000000,0.000000,25718,190.503708,0.133149,0,0.000000,0.000000,62976,466.488892,0.326044,0,0.000000,0.000000,22060,163.407410,0.114211,0,0.000000,0.000000,16830,124.666664,0.087133,0,0.000000,0.000000,29760,220.444443,0.154076,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
SpellSwordAoeEndgame3,dpstest,dpstest_melee1,135,175482,1299.866699,19136,141.748154,9270,68.666664,0.052826,0,0.000000,0.000000,30096,222.933334,0.171505,0,0.000000,0.000000,34440,255.111115,0.196259,19136,141.748154,1.000000,13014,96.400002,0.074161,0,0.000000,0.000000,39708,294.133331,0.226280,0,0.000000,0.000000,18810,139.333328,0.107190,0,0.000000,0.000000,30144,223.288895,0.171778,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
